"id_stone","label_stone","id_word","label_word","wkt","x","y"
30000125,"37. Lamoge II (Ogham Stone Concept by the Ogham in 3D Project)",2,"AVI","POINT(-7.360833 52.443889)",-7.360833,52.443889
30000125,"37. Lamoge II (Ogham Stone Concept by the Ogham in 3D Project)",13,"DOV","POINT(-7.360833 52.443889)",-7.360833,52.443889
30000126,"38. Ballyboodan (Ogham Stone Concept by the Ogham in 3D Project)",5,"KOI","POINT(-7.231111 52.471944)",-7.231111,52.471944
30000126,"38. Ballyboodan (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.231111 52.471944)",-7.231111,52.471944
30000127,"4. Kilmannin (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-8.765556 53.773611)",-8.765556,53.773611
30000127,"4. Kilmannin (Ogham Stone Concept by the Ogham in 3D Project)",17,"LUG","POINT(-8.765556 53.773611)",-8.765556,53.773611
30000128,"40. Painestown (Ogham Stone Concept by the Ogham in 3D Project)",2,"AVI","POINT(-6.559167 53.673333)",-6.559167,53.673333
30000128,"40. Painestown (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-6.559167 53.673333)",-6.559167,53.673333
30000128,"40. Painestown (Ogham Stone Concept by the Ogham in 3D Project)",14,"GLAS","POINT(-6.559167 53.673333)",-6.559167,53.673333
30000128,"40. Painestown (Ogham Stone Concept by the Ogham in 3D Project)",35,"INEQAGLAS","POINT(-6.559167 53.673333)",-6.559167,53.673333
30000129,"46. Houseland (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-6.887778 52.161389)",-6.887778,52.161389
30000129,"46. Houseland (Ogham Stone Concept by the Ogham in 3D Project)",11,"CATTU","POINT(-6.887778 52.161389)",-6.887778,52.161389
30000129,"46. Houseland (Ogham Stone Concept by the Ogham in 3D Project)",18,"ERC","POINT(-6.887778 52.161389)",-6.887778,52.161389
30000129,"46. Houseland (Ogham Stone Concept by the Ogham in 3D Project)",26,"DERCMASOC","POINT(-6.887778 52.161389)",-6.887778,52.161389
30000129,"46. Houseland (Ogham Stone Concept by the Ogham in 3D Project)",52,"ERC","POINT(-6.887778 52.161389)",-6.887778,52.161389
30000130,"47. Castletimon (Ogham Stone Concept by the Ogham in 3D Project)",9,"NIOTA","POINT(-6.063611 52.909167)",-6.063611,52.909167
